id,colser_id,container_type,container_number,folder_number,folder_title,folder_title_japanese,production_date,sequence_no,item_id,subjecttype_id,language,no_of_duplicates,notes_on_original_container,item_descriptions,item_date,notes,physical_descriptions,dimensions,av_specifications,separated_material
1334,21,Oversize MB,142,1119,VC-01,"","",401,VC-01,18,English,"",Original case noted: BCA Bunraku NHK 3,"Recording of the television program, NHK Eigo kaiwa III, """"Bunraku Takes Time.""""",2 and 5 Oct. 1983,"See also Series 8.2.5, Television Program, NHK Eigo Kaiwa III, """"Bunraku Takes Time"""" (Box 128, Folder 850-851) and a sound recording, AC-53 side 1, side 2 blank (Box 166).",1 video cassette (beta format),"","",""
1338,21,CD Box,164,"","AC-35 side 2, part 1","","",081,AC-35.2.a.wav,17,Japanese,"","Original case noted: Jyuzo, (A) + Geza (B) copy; Tape labels noted: A) Jyuzo copy; B) Geza (copy).","1) Adachi's interview of Yoshida Tamamatsu; 2) Performance recording of The Battles of Genji and Heike (Hirakana Seisuiki), Kajiwara's Mansion scene, (recorded from the off-stage musician area); 3) Adachi's interview of Kineya Hiroji, Mochizuki Taishirō an",July 1977,"Copy of AC-14 side 1. Continues to AC-35 side 2, part 2.",32 min.,"","Vendor: The Cutting Corporation; Conversion Date: April 2006; Specifications: ISO9660 data CD-R, semi-monitored; Alternative Form: Master copy preserved to Quantegy 478 1/4"""" low print
mastering audio tape",""
1339,21,CD Box,164,"","AC-35 side 2, part 2","","",082,AC-35.2.b.wav,17,Japanese,"","Original case noted: Jyuzo, (A) + Geza (B) copy; Tape labels noted: A) Jyuzo copy; B) Geza (copy).","Adachi's interview of Kineya Hiroji, Mochizuki Taishirō and Mochizuki Haruo.",July 1977,"Copy of AC-14 side 1. Continues to AC-35 side 2, part 3.",32 min.,"","Vendor: The Cutting Corporation; Conversion Date: April 2006; Specifications: ISO9660 data CD-R, semi-monitored; Alternative Form: Master copy preserved to Quantegy 478 1/4"""" low print
mastering audio tape",""
1340,21,CD Box,164,"","AC-35 side 2, part 3","","",083,AC-35.2.c.wav,17,Japanese,"","Original case noted: Jyuzo, (A) + Geza (B) copy; Tape labels noted: A) Jyuzo copy; B) Geza (copy).","Adachi's interview of Kineya Hiroji, Mochizuki Taishirō and Mochizuki Haruo.",July 1977,Copy of AC-14 side 1.,9 min.,"","Vendor: The Cutting Corporation; Conversion Date: April 2006; Specifications: ISO9660 data CD-R, semi-monitored; Alternative Form: Master copy preserved to Quantegy 478 1/4"""" low print
mastering audio tape",""
1341,25,Manuscript Box,108,472,Letters and Envelopes,"","",7927,r.ndL05,20,Japanese,"","","Letter of announcement of the assumption of his new name, Takezawa Danshichi by Takezawa Danjirō",10 April 1981,"","","","",""
1342,27,Manuscript Box,115,610,"Book Excerpts (photocopies), fragments","","",8404,"",28,Japanese,"","","",1978,"","1 item; photocopied book excerpt","","",Oversize photocopied book excerpt (English).
1343,27,Manuscript Box,116,619,Book Reviews,"","",8414,"",41,English,"","","",1978,"","18 items; photocopied magazine and newspaper articles, newsletter, envelope","","",""
1344,27,Manuscript Box,116,622,Book Reviews (photocopies),"","",8417,"",41,English,"","","",1978-1979,"","19 items; photocopied magazine and newspaper articles, note","","",""
1345,27,Manuscript Box,115,613,"Book Reception, Guest books, 1 of 3",『文楽の人びと』贈呈式出版記念会,"",8408,"",41,Japanese,"","","",30 May 1978,Guest books include autographs of Bunraku Troupe members.,"2 items; guest book, photocopied envelope","","",""
1346,27,Manuscript Box,115,614,"Book Reception, Guest books, 2 of 3","","",8409,"",41,Japanese,"","","",30 May 1978,"","1 item; guest book","","",""
1347,27,Manuscript Box,115,615,"Book Reception, Guest books, 3 of 3","","",8410,"",41,Japanese,"","","",30 May 1978,"","1 item; guest book","","",""
1348,27,Manuscript Box,116,639,"Manuscripts, Draft, fragments","","",8434,"",15,English,"","","",[n.d.],"","1 item; typescript","","",""
1349,27,Manuscript Box,116,640,"Manuscripts, Draft, fragments with Adachi's handwritten corrections","","",8435,"",15,English,"","","",[n.d.],"","1 item; typescript","","",""
1350,27,Manuscript Box,116,642,"Manuscripts, Draft, 1 of 2","","",8437,"",15,English,"","","",[ca. 15 Nov. 1977],"","1 item; typescript","","",""
1351,27,Manuscript Box,117,643,"Manuscripts, Draft, 2 of 2","","",8438,"",15,English,"","","",[ca. 15 Nov. 1977],"","1 item; typescript","","",""
1352,27,Manuscript Box,117,644,"Manuscripts, Draft, fragments","","",8439,"",15,English,"","","",[ca. 15 Nov. 1977],"","1 item; typescript","","",""
1353,27,Manuscript Box,117,645,"Manuscripts, Draft, fragments","","",8440,"",15,English,"","","",[n.d.],"","1 item; typescript","","",""
1354,27,Manuscript Box,117,646,"Manuscripts, Draft with Adachi's handwritten corrections","","",8441,"",15,English,"","","",[ca. 15 Nov. 1977],"","1 item; typescript","","",""
1355,27,Manuscript Box,117,647,"Manuscripts, Draft with Editor's corrections","","",8442,"",15,English,"","","",[ca. 15 Nov. 1977],"","1 item; typescript","","",""
1356,27,Manuscript Box,117,648,"Manuscripts, Draft, fragments","","",8443,"",15,English,"","","",24 Nov. 1977,"","1 item; typescript","","",""
1357,27,Manuscript Box,117,650,"Manuscripts, Draft with Adachi's handwritten corrections","","",8445,"",15,English,"","","",25 Nov. 1977,"","2 items; typescript, photocopied file folder","","",""
1358,27,Manuscript Box,118,651,"Manuscripts, Draft, 1 of 2","","",8446,"",15,English,"","","",[n.d.],"","1 item; typescript","","",""
1359,27,Manuscript Box,118,652,"Manuscripts, Draft, 2 of 2","","",8447,"",15,English,"","","",[n.d.],"","1 item; typescript","","",""
1360,27,Manuscript Box,118,653,"Manuscripts, Draft with Adachi's handwritten corrections","","",8448a,"",15,English,"","","","1 & 7, Dec. 1977","","1 item; typescript","","",""
1361,27,Manuscript Box,118,654,"Manuscripts, Draft (photocopy)","","",8449,"",15,English,"","","","1 & 7, Dec. 1977","","1 item; typescript","","",""
1362,27,Manuscript Box,118,655,"Manuscripts, Draft","","",8450,"",15,English,"","","",12 Dec. 1977,Includes Adachi's correspondence.,"6 items; typescript, correspondence, notes","","",""
1363,27,Manuscript Box,118,656,"Manuscripts, Draft","","",8451,"",15,English,"","","",18 Jan. 1978,"","2 items; typescript, photocopied envelope","","",""
1364,27,Manuscript Box,118,657,"Manuscripts, Draft (photocopy)","","",8452,"",15,English,"","","",18 Jan. 1978,"","1 item; typescript","","",""
1365,27,Manuscript Box,119,658,"Manuscripts, Draft with Dec. 7 , 1977 fragments and Editor's handwritten corrections (photocopy 2)","","",8453,"",15,English,"","","",18 Jan. 1978,"","1 item; typescript","","",""
1366,27,Manuscript Box,119,659,"Manuscripts, Draft with Dec. 7 , 1977 fragments and Editor's handwritten corrections","","",8454,"",15,English,"","","",18 Jan. 1978,"","1 item; typescript","","",""
1368,27,Manuscript Box,119,661,"Manuscripts, Galley with fragments of Page Proof with Adachi's handwritten corrections.","","",8461,"",41,English,"","","",[n.d.],"","3 items; galleys, photocopied envelope","","",""
1369,27,Manuscript Box,120,669,"Manuscripts, Page Proof """"Index""""","","",8469,"",41,English,"","","",[n.d.],"","1 item; manuscript","","",""
1370,27,Manuscript Box,120,670,"Manuscripts, Page Proof """"Reference Page Proofs""""","","",8470,"",41,English,"","","",[n.d.],"","1 item; page proof","","",""
1371,27,Manuscript Box,119,662,"Manuscripts, Page Proof (version 1), fragments","","",8462,"",41,English,"","","",[n.d.],"","1 item; galley","","",""
1372,27,Manuscript Box,119,665,"Manuscripts, Page Proof (version 3), 1 of 4","","",8465,"",41,English,"","","",[n.d.],"","1 item; page proof","","",""
1373,27,Manuscript Box,120,666,"Manuscripts, Page Proof (version 3), 2 of 4","","",8466,"",41,English,"","","",[n.d.],"","1 item; page proof","","",""
1374,27,Manuscript Box,120,667,"Manuscripts, Page Proof (version 3), 3 of 4","","",8467,"",41,English,"","","",[n.d.],"","1 item; page proof","","",""
1375,27,Manuscript Box,120,668,"Manuscripts, Page Proof (version 3), 4 of 4","","",8468,"",41,English,"","","",[n.d.],"","1 item; page proof","","",""
1376,27,Manuscript Box,119,663,"Manuscripts, Page Proof (version 2), fragments","","",8463,"",41,English,"","","",[n.d.],"Photograph removed to Series 4.1, 178-3 (Box 80, Folder 110).","1 item; page proof","","",1 b/w photograph (178-3).
1377,27,Manuscript Box,121,684,"Research Notes, Envelope (photocopy)","","",8486,"",41,English,"","","",[n.d.],"","1 item; photocopied envelope","","",""
1378,27,Manuscript Box,121,686,"Research Notes, """"Costumes""""","","",8488,"",13,English,"","","",[ca. 1977],"Book excerpts removed to Series 8.2.1, Research Materials (Book Excerpts): """"Bunraku no ningyō"""" (Box 120, Folder 676-678; Box 145, 1143).","7 items; notes, typescripts, photocopied notes, photocopied folder","","","Book excerpts (photocopy), Bunraku no ningyō """"Ishō"""" (with Adachi's notes: """"Isho Costumes, Ishibashi, Nagata[ke?]""""; and over-size original notes and typescripts."
1379,27,Manuscript Box,121,687,"Research Notes, """"Doll, Koshirae, Oe"""" (puppets, puppet-costuming and carver of heads), 1 of 2","","",8490,"",13,English,"","","",[ca. 1977],"24 color photographs removed to Series 4.1, 183-5A, 6A, 13A, 15A, 19A, 20A, and 900-40 through 900-57 (Box 158). Letter from Yoshida Bunjaku removed to Series 8.3, Yoshida, Bunjaku, 3 Aug. [n.d.] (Box 130, Folder 903). Book excerpts removed to Series 8.2.1","8 items; notes, typescripts, photocopied folder","","","Letter from Yoshida Bunjaku and 7 book excerpts: """"Ningyō no kōzō""""; """"Ningyō no ishōtsuke""""; """"Ishōtsuke""""; """"Kashira""""; """"Kazura""""; """"Ningyō saikushi Ōe Minosuke""""; """"Kashira wari""""; and 24 color photographs."
1380,27,Manuscript Box,121,688,"Research Notes, """"Doll, Koshirae, Oe"""" (puppets, puppet-costuming and carver of heads), 2 of 2","","",8491,"",13,English,"","","",[ca. 1977],"","12 items; notes, typescripts","","",Oversize original notes.
1381,27,Manuscript Box,121,689,"Research Notes, """"Geza"""" (off-stage musicians)","","",8493,"",13,English,"","","",[ca. 1977],"See also Series 8.4, Research Notes, Geza (Box 950, Folder 131).","12 items; notes, typescripts","","",Oversize original notes and typescripts.
1382,27,Manuscript Box,121,690,"Research Notes, """"History""""","","",8495,"",13,English,"","","",[ca. 1977],"Book excerpts removed to Series 8.2.1, Research Materials (Book Excerpts): Hironaga Shūzaburo, """"Japan’s Unique Puppet Theatre"""" (Box 121, Folder 679); Research Materials (Book Excerpts): Kokuritsu gekijō geinō kanshō kōza, Bunraku (Box 121, Folder 680); a","11 items; notes","","","3 book excerpts: """"A History of Bunraku"""" by Shūzaburo Hironaga noted with """"Hironaga""""; """"Nenpyō"""" by Takao Yoshinaga; and """"Chronology"""" notes with """"Also Play list"""" by unidentified author."
1383,27,Manuscript Box,121,691,"Research Notes, """"Kodogu"""" (props)","","",8496,"",13,English,"","","",[ca. 1977],"","1 item; notes","","",""
1384,27,Manuscript Box,121,692,"Research Notes, """"List, Troupe Info."""" 1 of 2","","",8497,"",13,English/Japanese,"","","",[ca. 1977],"","2 items; photocopied folder, notebook","","",""
1385,27,Manuscript Box,121,693,"Research Notes, """"List, Troupe Info."""" 2 of 2","","",8498,"",13,English/Japanese,"","","",[ca. 1977],"Book excerpts removed to Series 8.2.1, Research Materials (Book Excerpts): """"Bunraku no ningyō"""" (Box 120, Folder 676-678; Box 145, 1143).","15 items; notes, tyepscripts","","","Book excerpt (photocopy), diagram of stage, """"Bunraku no ningyō"""" p. 333, and over-size original notes and typescripts."
1386,27,Manuscript Box,121,694,"Research Notes, """"List, Troupe Info."""" (Ohayo gozaimasu)","","",8503,"",13,English,"","","",[ca. 1977],"","6 items; notes, typescripts","","",""
1387,27,Manuscript Box,121,695,"Research Notes, """"List, Troupe Info."""" (On Tour)","","",8504,"",13,English,"","","",[ca. 1977],"Flier for Bunraku no ningyō ten, removed to Series 8.5, Exhibitions (Box 136, Folder 1029).","5 items; notes","","","Fliers for Bunraku no ningyō ten, 15 July-7 Aug.[n.d.]."
1388,27,Manuscript Box,121,696,"Research Notes, """"Misc."""" 1 of 2","","",8505,"",13,English,"","","",[ca. 1977],"Book excerpts removed to Series 8.2.1, Research Materials (Book Excerpts): Scott, A.C., The Puppet Theater of Japan (Box 121, Folder 682); Research Materials (Book Excerpts): Press, Michelle, """"Adam and Eve as Bunraku,"""" in Japan Quarterly (Box 121, Folder","18 items; photocopied folder, notes, photocopies book excerpts, photocopied newspaper articles","","","6 book excerpts (photocopy): """"Glossary of Puppet Theatre Terms""""; :Adam and Eve as Bunraku""""; """"Gendai ni okeru Bunraku no kōryu""""; """"Ningyō zenshi"""" (2 copies); :Butai no shukō""""; """"Bunraku ningyō no hensen."""""
1389,27,Manuscript Box,121,697,"Research Notes, """"Misc."""" 2 of 2","","",8506,"",13,English,"","","",[ca. 1977],"","8 items; photocopies magazine and newspaper articles, notes, typescripts","","",Oversize original notes.
1390,27,Manuscript Box,121,698,"Research Notes, """"Ningyo zukai"""" (puppeteers)","","",8508,"",13,English,"","","",[ca. 1977],"Postcard from Tamao Yoshida removed to Series 8.3, Yoshida Tamao, 9 Aug. [1984?] (Box 130, Folder 909). Book excerpts removed to Series 8.2.1, Research Materials (Book Excerpts): Unidentified Author, over-size (Box 145, Folder 1144).","22 items; notes, photocopied folder, typescripts","","","Postcard from Yoshida Tamao, 9 Aug. 1984; a book excerpt (photocopy) by unidentified author; over-size original notes and typescripts."
1391,27,Manuscript Box,122,699,"Research Notes, """"Samisen"""" (shamisen players) 1 of 3","","",8510,"",13,English,"","","",[ca. 1977],Photograph 71C-29 removed to Sereis 4.1 (Box 150).,"9 items; photocopied folder, photocopied newspaper article, notes, business card","","",1 b/w photograph (71C-29).
1392,27,Manuscript Box,122,700,"Research Notes, """"Samisen"""" (shamisen players) 2 of 3","","",8511,"",13,English,"","","",[ca. 1977],"","4 items; notes, typescripts","","",""
1393,27,Manuscript Box,122,701,"Research Notes, """"Samisen"""" (shamisen players) 3 of 3","","",8512,"",13,English/Japanese,"","","",[ca. 1977],"Book excerpts removed to Series 8.2.1, Research Materials (Book Excerpts): Unidentified Author (Box 121, Folder 683).","14 items; notes, typescripts","","","2 book excerpts (photocopy) by unidentified author; over-size original notes and typescripts."
1394,27,Manuscript Box,122,702,"Research Notes, """"Tayu"""" (narrators) 1 of 2","","",8517,"",13,English,"","","",[ca. 1977],"Book excerpt removed to Series 8.2.1, Research Materials (Book Excerpts): Unidentified Author (Box 121, Folder 683). Photograph 75B-17 removed to Series 4.1 (Box 151).","10 items; photocopied folder, typescripts, notes","","","1 book excerpt (photocopy): """"p. 158"""", and b/w photograph (75B-17)."
1395,27,Manuscript Box,122,703,"Research Notes, """"Tayu"""" (narrators) 2 of 2","","",8518,"",13,English,"","","",[ca. 1977],"","11 items; notes, typescripts","","",Oversize original notes and typescripts.
1396,27,Manuscript Box,122,704,"Research Notes, """"Training""""","","",8524,"",13,English/Japanese,"","","",[ca. 1977],"See also Series 8.4, Research Notes, Training (Box 133, Folder 972); and Series 8.5, Training Program (Box 139, Folder 1073). Book excerpts removed to 8.2.1, Research Materials (Book Excerpts): """"Bunraku no ningyō"""" (Box 120, Folder 676-678).","10 items; printed materials, notes, photocopied folder","","","1 book excerpt (photocopy): """"Ningyō zukai no shugyō"""" with Adachi's notes """"A Puppeteer's tale."""""
1397,27,Manuscript Box,122,706,"Research Notes, Notebook","","",8527,"",13,English,"","","",[1977?],"","2 items; notebook, notes","","",""
1398,27,Manuscript Box,122,707,"Research Notes, Notes about slides sent to Kodansha","","",8528,"",13,English,"","","",5 Oct. [1977?],"","1 item; notes","","",""
1399,27,Manuscript Box,122,708,"Research Notes, Misc.","","",8529,"",13,English,"","","",[n.d.],"""""Kokuritsu gekijō geinō kanshō kōza: Bunraku"""" (Tokyo: Bunraku Kyōkai, 1975) removed to Series 8.5, Bunraku in Publications (Box 136, Folder 1023).","11 items; notes","","","Book, """"Kokuritsu gekijō geinō kanshō kōza: Bunraku."""""
1405,33,Manuscript Box,131,946,"Research Notes, Beta (Contact sheets)","","",8775,"",13,English/Japanese,"","","",[n.d.],"See also Series 3.1 and Series 4.1 (Box 140), Beta Series (Box 147-158).","1 item; notebook","","",""
1406,27,Manuscript Box,120,674,"Research Materials (Book Excerpts), Andō, Tsuruo, """"Bunraku: The Puppet Theater,"""" New York","","",8474,"",28,English,"","","",1970,"","2 items; photocopied book excerpts","","",""
1407,27,Manuscript Box,120,675,"Research Materials (Book Excerpts), """"Bunraku kyōkai jūnen no ayumi""""",文楽協会十年の歩み(昭和３８年４月より昭和４７年３月）,"",8475,"",28,Japanese,"","","",[ca. 1972],"","1 item; photocopied book excerpt","","",""
1408,27,Manuscript Box,120,676,"Research Materials (Book Excerpts), """"Bunraku no ningyō"""" 1 of 3",文楽の人形,"",8476,"",28,Japanese,"","","",1976,"","16 items; photocopied book excerpts","","",""
1409,27,Manuscript Box,120,677,"Research Materials (Book Excerpts), """"Bunraku no ningyō"""" 2 of 3",文楽の人形,"",8477,"",28,Japanese,"","","",1976,"","1 item; photocopied book excerpt","","",""
1410,27,Manuscript Box,120,678,"Research Materials (Book Excerpts), """"Bunraku no ningyō"""" 3 of 3",文楽の人形,"",8478,"",28,Japanese,"","","",1976,"","1 item; photocopied book excerpt","","",Oversize book excerpts.
1411,27,Manuscript Box,121,679,"Research Materials (Book Excerpts), Hironaga, Shūzaburō, """"Japan’s Unique Puppet Theatre,"""" Tokyo","","",8480,"",28,English,"","","",1964,"","3 items; photocopied book excerpts","","",""
1412,27,Manuscript Box,121,681,"Research Materials (Book Excerpts), Press, Michelle, """"Adam and Eve as Bunraku,"""" in Japan Quarterly","","",8482,"",28,English,"","","",July-Sept. 1970,"","1 item; photocopied book excerpt","","",""
1413,27,Manuscript Box,121,680,"Research Materials (Book Excerpts), Kokuritsu gekijō geinō kanshō kōza, Bunraku",国立劇場芸能鑑賞講座: 文楽,"",8481,"",28,Japanese,"","","",1975,"","1 item; photocopied book excerpt","","",""
1414,27,Manuscript Box,121,682,"Research Materials (Book Excerpts), Scott, A.C., The Puppet Theater of Japan, Vermont","","",8483,"",28,English,"","","",1963,"","2 items; photocopied book excerpts","","",""
1415,27,Manuscript Box,121,683,"Research Materials (Book Excerpts), Unidentified Author, fragments","","",8484,"",28,English,"","","",[n.d.],"","4 items; photocopied book excerpts","","",Oversize book excerpts.
1416,27,Manuscript Box,122,709,"Thank-you Letters, Bunraku Kyōkai",文楽協会,"",8530,"",37,Japanese,"","","",1984,"","2 items; letter, envelope","","",""
1417,27,Manuscript Box,122,714,"Thank-you Letters, Yoshida, Tamao","","",8535,"",37,Japanese,"","","",6 June 1978,"","4 items; photocopied envelope, photocopied letter","","",""
1418,27,Manuscript Box,122,715,"Thank-you Letters, Others, 2 of 5","","",8536,"",37,English/Japanese,"","","",Aug. 1978,"","20 items; letters, envelopes, photocopied letters, photocopied envelopes","","",""
1419,27,Manuscript Box,122,717,"Thank-you Letters, Others, 3 of 5","","",8538,"",37,English/Japanese,"","","",Sept. 1978,"","12 items; letters, envelopes","","",""
1420,27,Manuscript Box,123,718,"Thank-you Letters, Others, 4 of 5","","",8539,"",37,English/Japanese,"","","",Sept.-Oct. 1978,"","21 items; letters, envelopes","","",""
1421,27,Manuscript Box,123,719,"Thank-you Letters, Others, 5 of 5","","",8540,"",37,English/Japanese,"","","","Oct. 1978-July 1981, n.d.","","23 items; letters, envelopes, photocopied letter, photocopied envelope, poscards","","",""
1422,29,Manuscript Box,125,757,"""""Bunraku"""" in The Imperial","","",8585,"",30,English,"","","",Autumn 1971,"","2 items; magazine, photocopied magazine article","","",""
1423,29,Manuscript Box,125,762,"""""Bunraku Puppets Captivate New Yorkers"""" in Mainichi Daily News","","",8590,"",22,English,"","","",6 April 1973,"","1 item; photocopied newspaper article","","",""
1424,29,Manuscript Box,125,771,"""""How to Go to the Japanese Theater"""" in The Journal of American Chamber of Commerce in Japan","","",8599,"",21,English,"","","",5 May 1971,"","1 item; journal article","","",""
1425,29,Manuscript Box,125,773,"""""Keishōsha to soreo mimamoru hitotachi"""" in Ichiryū ni tsuite sono ni",『一流についてその２』より「継承者とそれを見守る人たち」,"",8601,"",25,Japanese,"","","",1978,"","1 item; book","","",""
1426,29,Manuscript Box,126,775,"""""Masters of Illusion: Osaka's Vibrant Bunraku Puppets on Stage"""" in Winds (The Inflight Magazine of Japan Air Lines)","","",8603,"",30,English,"","","",Oct. 1983,"","2 items; magazine, photocopied magazine article","","",""
1428,29,Manuscript Box,126,780,"""""Tea Time"""" in Shūkan Bunshun",『週刊文春』より「Tea Time」,"",8608,"",23,Japanese,"","","",3 Aug. 1978,"","1 item; photocopied magazine article","","",""
1430,33,Manuscript Box,130,915,"Typescripts, """"Bunraku--Japan's Classical Puppet Theater: An Introduction""""","","",8744,"",15,English,"","","",[n.d.],"","1 item; typescript","","",""
1431,30,Manuscript Box,126,783,"""""The Art of Threes: Puppets That Breathe"""" for the New York Times","","",8612,"",15,English,"","","",18 Feb. 1983,"","4 items; typescripts, newspaper clipping","","",""
1432,33,Manuscript Box,130,929,"Typescripts, """"INTROBUN"""" """"INTROBUN2"""" """"Introduction to Bunraku""""","","",8758,"",15,English,"","","",[1985+],"","6 items; typescripts","","",""
1433,31,Manuscript Box,127,810,"Lectures, CWAJ Seminar","","",8639,"",41,English,"","","",1970,"","7 items; pamphlet, typescripts, printed material","","",""
1434,31,Manuscript Box,127,811,"Lectures, CWAJ Seminar","","",8640,"",41,English,"","","",1973,"See also Series 1.1, slide 0956 through 0960 (Box 4, Slide Page 035), and Series 4.1, photographs 900-73, 900-74 (Box 158).","2 items; pamphlet, photocopied newspaper article","","","See also See also Series 1.1, slides 0956 through 0960, and Series 4.1, 900-73 and 900-74."
1436,31,Manuscript Box,128,840,"Lectures, Misc. notes","","",8669,"",41,English,"","","",[n.d.],"","3 items; typescript, printed material with handwritten notes, photocopied folder","","",""
1437,31,Manuscript Box,128,850,"Television Program, NHK eigo kaiwa III, """"Bunraku Takes Time""""","","",8679,"",41,English/Japanese,"","","",Oct. 1983,"See also Series 6.1, a video recording, VC-01 (Box 142, Folder 1119); and Series 6.1, a sound recording, AC-53 side 1, side 2 blank (Box 166). Letter from Kobayashi Hiromi (NHK), 15 Oct. 1983 removed to Series 8.3 (Box 129, Folder 876).","2 item; printed materials","","","Video recording (VC-01); and sound recording (AC-53 side 1, side 2 blank); and letter from Kobayashi Hiromi, 15 Oct. 1983."
1438,31,Manuscript Box,128,851,"Television Program, NHK eigo kaiwa III","","",8680,"",41,English/Japanese,"","","",Dec. 1983,"See also Series 6.1, a video recording, VC-01 (Box 142, Folder 1119); and Series 6.1, a sound recording, AC-53 side 1, side 2 blank (Box 166).","1 item; printed material","","","Video recording (VC-01); and sound recording (AC-53 side 1, side 2 blank)."
1439,31,Manuscript Box,128,846,"Slide list for lectures, """"Speech Slides""""","","",8675,"",13,English/Japanese,"","","",Sept. 1978,"See also Series 8.4, Research Notes: Slide Index (Box 132, Folder 967-969).","1 item; notes","","",""
1440,31,Manuscript Box,128,844,"Slide list for lectures, """"Good Slides""""","","",8673,"",13,English/Japanese,"","","",[n.d.],"See also Series 8.4, Research Notes: Slide Index (Box 132, Folder 967-969).","1 item; notes","","",""
1441,31,Manuscript Box,128,848,"Slide list for lectures, """"Supīchi yō suraido rist [slide list for speech]""""",スピーチ用スライドリスト,"",8677,"",13,English/Japanese,"","","",26 March 1988,"See also Series 8.4, Research Notes: Slide Index (Box 132, Folder 967-969).","1 item; notes","","",""
1442,31,Manuscript Box,128,841,"Slide list for lectures, Carrousel index","","",8670,"",13,English,"","","",[n.d.],"See also Series 8.4, Research Notes: Slide Index (Box 132, Folder 967-969).","2 items; notes","","",""
1443,31,Manuscript Box,128,842,"Slide list for lectures, Carrousel index with notes","","",8671,"",13,English,"","","",[n.d.],"See also Series 8.4, Research Notes: Slide Index (Box 132, Folder 967-969).","4 items; notes","","",""
1444,31,Manuscript Box,128,849,"Slides (photocopies), found in sleeves","","",8678,"",15,English,"","","",[n.d.],"","1 item; photocopied slides to record handwritten numbers on the mounts","","",""
1445,31,Manuscript Box,128,852,"Typescripts, """"An Evening of Bunraku""""","","",8681,"",15,English,"","","",[ca. 1978],"","1 item; typescript","","",""
1446,31,Manuscript Box,129,854,"Typescripts, """"Bunraku--Japan's Classical Puppet Theater: An Introduction""""","","",8683,"",15,English,1,"","",[ca. 1970],"","3 items; typescripts","","",""
1447,31,Manuscript Box,129,860,"Typescripts, Drafts","","",8689,"",13,English,"","","",[n.d.],"","2 items; typescripts with handwritten corrections, note","","",""
1450,32,Manuscript Box,129,868,"Gross, Marty","","",8697,"",37,English,"","","",26 Oct. 1979,"Photograph 910-12 removed to Series 4.6 (Box 81, Folder 133).","4 items; letter, photocopied envelope, photocopied journal article","","",1 b/w photograph (910-12).
1451,32,Manuscript Box,129,875,"Kiritake, Kanjūrō II",桐竹勘十郎 (二),"",8704,"",37,Japanese,"","","",[p.m. 17 Aug. 1984],"","1 item; postcard","","",""
1452,32,Manuscript Box,129,876,"Kobayashi, Hiromi (NHK)",小林ひろみ,"",8705,"",37,English,"","","",15 Oct. 1983,"See also Series 8.2.4, Television Program, NHK eigo kaiwa III (Box 128, Folder 850-851).","2 items; letter, photocopied envelope","","",""
1453,32,Manuscript Box,129,879,"Miyokawa, Fusae (Yokohama Bunraku Dōkōkai)",三代川房枝(横浜文楽同好会),"",8708,"",37,Japanese,"","","",[p.m. 23 July 1984 and p.m. 13 April 1985],"See also Series 8.5, Associations, Yokohama Bunraku Dōkōkai (Box 134-135; Folder 999-1010).","2 items; postcards","","",""
1456,32,Manuscript Box,129,881,"Nagaoka, Ichijirō",長岡一次郎,"",8710,"",37,Japanese,"","","",3 Oct. [197?],"","2 items; letter, envelope","","",""
1459,32,Manuscript Box,129,890,"Tanaka, S.","","",8719,"",37,English,"","","",22 Aug. 1984,"","3 items; letter, envelopes","","",""
1460,32,Manuscript Box,130,893,"Tonomura, T. (Asahi Shinbun)",外村民彦,"",8722,"",37,English,"","","",[p.m. 6 June 1978],"Newspaper article, """"Hito: 'Bunraku no hitobito' wo kaita Bābara C. Adachi"""" in Asahi Shinbun, 6 June 1978 removed to Series 8.2.3 (Box 125, Folder 770).","4 items; letter, envelope, photocopied magazine article, typescript","","","Newspaper article, """"Hito: 'Bunraku no hitobito' wo kaita Bābara C. Adachi"""" in Asahi Shinbun, 6 June 1978."
1461,29,Manuscript Box,125,770,"""""Hito: 'Bunraku no hitobito' wo kaita Bābara C. Adachi"""" in Asahi Shinbun",「人：『文楽の人びと』を書いたバーバラ・C・足立」,"",8598,"",23,Japanese,"","","",6 June 1978,"Letter from Tonomura T., [p.m. 6 June 1978] removed to Series 8.3 (Box 130, Folder 893).",1 item: newspaper article,"","","Letter from Tonomura T., [p.m. 6 June 1978]."
1463,27,Oversize MB,145,1138,"Manuscripts, Galley 1 of 4","","",8456,"",15,English,"","","",[n.d.],"","1 item; galley","","","Manuscripts, Galley, [n.d.]."
1464,27,Oversize MB,145,1139,"Manuscripts, Galley 2 of 4","","",8457,"",15,English,"","","",[n.d.],"","1 item; galley","","",""
1465,27,Oversize MB,145,1140,"Manuscripts, Galley 3 of 4","","",8458,"",15,English,"","","",[n.d.],"","1 item; galley","","",""
1466,27,Oversize MB,145,1141,"Manuscripts, Galley 4 of 4","","",8459,"",15,English,"","","",[n.d.],"","1 item; galley","","",""
1467,27,Oversize MB,145,1143,"Research Materials (Book Excerpts), """"Bunraku no ningyō"""" over-size",文楽の人形,"",8479,"",28,Japanese,"","","",1976,"","1 item; photocopied book excerpt","","",""
1468,27,Oversize MB,145,1144,"Research Materials (Book Excerpts), Unidentified Author, over-size","","",8485,"",28,English,"","","",[n.d.],"","1 item; photocopied book excerpt","","",""
